	x		sin(x*x)		 sin'an(x)		sin'sk(x)
    0.00	    0.00	    0.00	    1.00
    0.01	    0.00	    0.02	    1.00
    0.02	    0.00	    0.04	    1.00
    0.03	    0.00	    0.06	    1.00
    0.04	    0.00	    0.08	    1.00
    0.05	    0.00	    0.10	    1.00
    0.06	    0.00	    0.12	    1.00
    0.07	    0.00	    0.14	    1.00
    0.08	    0.01	    0.16	    1.00
    0.09	    0.01	    0.18	    1.00
    0.10	    0.01	    0.20	    1.00
    0.11	    0.01	    0.22	    1.00
    0.12	    0.01	    0.24	    1.00
    0.13	    0.02	    0.26	    1.00
    0.14	    0.02	    0.28	    1.00
    0.15	    0.02	    0.30	    1.00
    0.16	    0.03	    0.32	    1.00
    0.17	    0.03	    0.34	    1.00
    0.18	    0.03	    0.36	    1.00
    0.19	    0.04	    0.38	    1.00
    0.20	    0.04	    0.40	    1.00
    0.21	    0.04	    0.42	    1.00
    0.22	    0.05	    0.44	    1.00
    0.23	    0.05	    0.46	    1.00
    0.24	    0.06	    0.48	    1.00
    0.25	    0.06	    0.50	    1.00
    0.26	    0.07	    0.52	    1.00
    0.27	    0.07	    0.54	    1.00
    0.28	    0.08	    0.56	    1.00
    0.29	    0.08	    0.58	    1.00
    0.30	    0.09	    0.60	    1.00
    0.31	    0.10	    0.62	    0.99
    0.32	    0.10	    0.64	    0.99
    0.33	    0.11	    0.66	    0.99
    0.34	    0.12	    0.68	    0.99
    0.35	    0.12	    0.69	    0.99
    0.36	    0.13	    0.71	    0.99
    0.37	    0.14	    0.73	    0.99
    0.38	    0.14	    0.75	    0.99
    0.39	    0.15	    0.77	    0.99
    0.40	    0.16	    0.79	    0.99
    0.41	    0.17	    0.81	    0.99
    0.42	    0.18	    0.83	    0.98
    0.43	    0.18	    0.85	    0.98
    0.44	    0.19	    0.86	    0.98
    0.45	    0.20	    0.88	    0.98
    0.46	    0.21	    0.90	    0.98
    0.47	    0.22	    0.92	    0.97
    0.48	    0.23	    0.93	    0.97
    0.49	    0.24	    0.95	    0.97
    0.50	    0.25	    0.97	    0.97
    0.51	    0.26	    0.99	    0.97
    0.52	    0.27	    1.00	    0.96
    0.53	    0.28	    1.02	    0.96
    0.54	    0.29	    1.03	    0.96
    0.55	    0.30	    1.05	    0.95
    0.56	    0.31	    1.07	    0.95
    0.57	    0.32	    1.08	    0.95
    0.58	    0.33	    1.09	    0.94
    0.59	    0.34	    1.11	    0.94
    0.60	    0.35	    1.12	    0.93
    0.61	    0.36	    1.14	    0.93
    0.62	    0.38	    1.15	    0.93
    0.63	    0.39	    1.16	    0.92
    0.64	    0.40	    1.17	    0.92
    0.65	    0.41	    1.19	    0.91
    0.66	    0.42	    1.20	    0.90
    0.67	    0.43	    1.21	    0.90
    0.68	    0.45	    1.22	    0.89
    0.69	    0.46	    1.23	    0.89
    0.70	    0.47	    1.24	    0.88
    0.71	    0.48	    1.24	    0.87
    0.72	    0.50	    1.25	    0.87
    0.73	    0.51	    1.26	    0.86
    0.74	    0.52	    1.26	    0.85
    0.75	    0.53	    1.27	    0.84
    0.76	    0.55	    1.27	    0.84
    0.77	    0.56	    1.28	    0.83
    0.78	    0.57	    1.28	    0.82
    0.79	    0.58	    1.28	    0.81
    0.80	    0.60	    1.28	    0.80
    0.81	    0.61	    1.28	    0.79
    0.82	    0.62	    1.28	    0.78
    0.83	    0.64	    1.28	    0.77
    0.84	    0.65	    1.28	    0.76
    0.85	    0.66	    1.28	    0.75
    0.86	    0.67	    1.27	    0.74
    0.87	    0.69	    1.26	    0.72
    0.88	    0.70	    1.26	    0.71
    0.89	    0.71	    1.25	    0.70
    0.90	    0.72	    1.24	    0.69
    0.91	    0.74	    1.23	    0.67
    0.92	    0.75	    1.22	    0.66
    0.93	    0.76	    1.21	    0.64
    0.94	    0.77	    1.19	    0.63
    0.95	    0.78	    1.18	    0.62
    0.96	    0.80	    1.16	    0.60
    0.97	    0.81	    1.14	    0.59
    0.98	    0.82	    1.12	    0.57
    0.99	    0.83	    1.10	    0.55
    1.00	    0.84	    1.08	    0.54
    1.01	    0.85	    1.06	    0.52
    1.02	    0.86	    1.03	    0.50
    1.03	    0.87	    1.01	    0.48
    1.04	    0.88	    0.98	    0.47
    1.05	    0.89	    0.95	    0.45
    1.06	    0.90	    0.92	    0.43
    1.07	    0.91	    0.88	    0.41
    1.08	    0.92	    0.85	    0.39
    1.09	    0.93	    0.81	    0.37
    1.10	    0.94	    0.78	    0.35
    1.11	    0.94	    0.74	    0.33
    1.12	    0.95	    0.70	    0.31
    1.13	    0.96	    0.65	    0.28
    1.14	    0.96	    0.61	    0.26
    1.15	    0.97	    0.57	    0.24
    1.16	    0.97	    0.52	    0.22
    1.17	    0.98	    0.47	    0.20
    1.18	    0.98	    0.42	    0.17
    1.19	    0.99	    0.37	    0.15
    1.20	    0.99	    0.31	    0.13
    1.21	    0.99	    0.26	    0.10
    1.22	    1.00	    0.20	    0.08
    1.23	    1.00	    0.14	    0.05
    1.24	    1.00	    0.08	    0.03
    1.25	    1.00	    0.02	    0.00
    1.26	    1.00	   -0.04	   -0.02
    1.27	    1.00	   -0.11	   -0.05
    1.28	    1.00	   -0.17	   -0.07
    1.29	    1.00	   -0.24	   -0.10
    1.30	    0.99	   -0.31	   -0.12
    1.31	    0.99	   -0.38	   -0.15
    1.32	    0.99	   -0.45	   -0.18
    1.33	    0.98	   -0.52	   -0.20
    1.34	    0.97	   -0.60	   -0.23
    1.35	    0.97	   -0.67	   -0.25
    1.36	    0.96	   -0.75	   -0.28
    1.37	    0.95	   -0.83	   -0.31
    1.38	    0.94	   -0.90	   -0.33
    1.39	    0.94	   -0.98	   -0.36
    1.40	    0.93	   -1.06	   -0.38
    1.41	    0.91	   -1.14	   -0.41
    1.42	    0.90	   -1.22	   -0.44
    1.43	    0.89	   -1.31	   -0.46
    1.44	    0.88	   -1.39	   -0.49
    1.45	    0.86	   -1.47	   -0.51
    1.46	    0.85	   -1.55	   -0.54
    1.47	    0.83	   -1.64	   -0.56
    1.48	    0.81	   -1.72	   -0.58
    1.49	    0.80	   -1.80	   -0.61
    1.50	    0.78	   -1.88	   -0.63
    1.51	    0.76	   -1.97	   -0.66
    1.52	    0.74	   -2.05	   -0.68
    1.53	    0.72	   -2.13	   -0.70
    1.54	    0.70	   -2.21	   -0.72
    1.55	    0.67	   -2.29	   -0.74
    1.56	    0.65	   -2.37	   -0.76
    1.57	    0.63	   -2.45	   -0.78
    1.58	    0.60	   -2.52	   -0.80
    1.59	    0.58	   -2.60	   -0.82
    1.60	    0.55	   -2.67	   -0.84
    1.61	    0.52	   -2.75	   -0.86
    1.62	    0.49	   -2.82	   -0.87
    1.63	    0.47	   -2.88	   -0.89
    1.64	    0.44	   -2.95	   -0.90
    1.65	    0.41	   -3.01	   -0.92
    1.66	    0.38	   -3.08	   -0.93
    1.67	    0.35	   -3.13	   -0.94
    1.68	    0.31	   -3.19	   -0.95
    1.69	    0.28	   -3.24	   -0.96
    1.70	    0.25	   -3.29	   -0.97
    1.71	    0.22	   -3.34	   -0.98
    1.72	    0.18	   -3.38	   -0.98
    1.73	    0.15	   -3.42	   -0.99
    1.74	    0.11	   -3.46	   -0.99
    1.75	    0.08	   -3.49	   -1.00
    1.76	    0.04	   -3.52	   -1.00
    1.77	    0.01	   -3.54	   -1.00
    1.78	   -0.03	   -3.56	   -1.00
    1.79	   -0.06	   -3.57	   -1.00
    1.80	   -0.10	   -3.58	   -0.99
    1.81	   -0.13	   -3.59	   -0.99
    1.82	   -0.17	   -3.59	   -0.98
    1.83	   -0.21	   -3.58	   -0.98
    1.84	   -0.24	   -3.57	   -0.97
    1.85	   -0.28	   -3.55	   -0.96
    1.86	   -0.31	   -3.53	   -0.95
    1.87	   -0.35	   -3.51	   -0.94
    1.88	   -0.38	   -3.47	   -0.92
    1.89	   -0.42	   -3.44	   -0.91
    1.90	   -0.45	   -3.39	   -0.89
    1.91	   -0.49	   -3.34	   -0.87
    1.92	   -0.52	   -3.28	   -0.85
    1.93	   -0.55	   -3.22	   -0.83
    1.94	   -0.58	   -3.15	   -0.81
    1.95	   -0.61	   -3.08	   -0.79
    1.96	   -0.64	   -3.00	   -0.76
    1.97	   -0.67	   -2.91	   -0.74
    1.98	   -0.70	   -2.82	   -0.71
    1.99	   -0.73	   -2.72	   -0.68
    2.00	   -0.76	   -2.61	   -0.65
    2.01	   -0.78	   -2.50	   -0.62
    2.02	   -0.81	   -2.39	   -0.59
    2.03	   -0.83	   -2.26	   -0.55
    2.04	   -0.85	   -2.14	   -0.52
    2.05	   -0.87	   -2.00	   -0.48
    2.06	   -0.89	   -1.86	   -0.45
    2.07	   -0.91	   -1.72	   -0.41
    2.08	   -0.93	   -1.57	   -0.37
    2.09	   -0.94	   -1.41	   -0.33
    2.10	   -0.95	   -1.25	   -0.29
    2.11	   -0.97	   -1.09	   -0.25
    2.12	   -0.98	   -0.92	   -0.21
    2.13	   -0.98	   -0.74	   -0.17
    2.14	   -0.99	   -0.57	   -0.13
    2.15	   -1.00	   -0.39	   -0.08
    2.16	   -1.00	   -0.20	   -0.04
    2.17	   -1.00	   -0.02	    0.00
    2.18	   -1.00	    0.17	    0.04
    2.19	   -1.00	    0.37	    0.09
    2.20	   -0.99	    0.56	    0.13
    2.21	   -0.99	    0.76	    0.18
    2.22	   -0.98	    0.95	    0.22
    2.23	   -0.97	    1.15	    0.26
    2.24	   -0.95	    1.35	    0.31
    2.25	   -0.94	    1.54	    0.35
    2.26	   -0.92	    1.74	    0.39
    2.27	   -0.90	    1.94	    0.43
    2.28	   -0.88	    2.13	    0.47
    2.29	   -0.86	    2.32	    0.51
    2.30	   -0.84	    2.51	    0.55
    2.31	   -0.81	    2.70	    0.59
    2.32	   -0.78	    2.88	    0.62
    2.33	   -0.75	    3.06	    0.66
    2.34	   -0.72	    3.23	    0.69
    2.35	   -0.69	    3.40	    0.73
    2.36	   -0.65	    3.57	    0.76
    2.37	   -0.62	    3.73	    0.79
    2.38	   -0.58	    3.88	    0.82
    2.39	   -0.54	    4.02	    0.84
    2.40	   -0.50	    4.16	    0.87
    2.41	   -0.46	    4.29	    0.89
    2.42	   -0.41	    4.41	    0.91
    2.43	   -0.37	    4.52	    0.93
    2.44	   -0.32	    4.62	    0.95
    2.45	   -0.28	    4.71	    0.96
    2.46	   -0.23	    4.79	    0.97
    2.47	   -0.18	    4.86	    0.98
    2.48	   -0.13	    4.92	    0.99
    2.49	   -0.08	    4.96	    1.00
    2.50	   -0.03	    5.00	    1.00
    2.51	    0.02	    5.02	    1.00
    2.52	    0.07	    5.03	    1.00
    2.53	    0.12	    5.02	    0.99
    2.54	    0.17	    5.01	    0.99
    2.55	    0.22	    4.98	    0.97
    2.56	    0.27	    4.93	    0.96
    2.57	    0.32	    4.88	    0.95
    2.58	    0.36	    4.80	    0.93
    2.59	    0.41	    4.72	    0.91
    2.60	    0.46	    4.62	    0.89
    2.61	    0.50	    4.51	    0.86
    2.62	    0.55	    4.38	    0.83
    2.63	    0.59	    4.24	    0.80
    2.64	    0.63	    4.08	    0.77
    2.65	    0.67	    3.92	    0.74
    2.66	    0.71	    3.74	    0.70
    2.67	    0.75	    3.54	    0.66
    2.68	    0.78	    3.34	    0.62
    2.69	    0.82	    3.12	    0.58
    2.70	    0.85	    2.89	    0.53
    2.71	    0.87	    2.65	    0.48
    2.72	    0.90	    2.39	    0.44
    2.73	    0.92	    2.13	    0.39
    2.74	    0.94	    1.86	    0.33
    2.75	    0.96	    1.58	    0.28
    2.76	    0.97	    1.29	    0.23
    2.77	    0.98	    1.00	    0.18
    2.78	    0.99	    0.70	    0.12
    2.79	    1.00	    0.39	    0.06
    2.80	    1.00	    0.08	    0.01
    2.81	    1.00	   -0.24	   -0.05
    2.82	    1.00	   -0.55	   -0.10
    2.83	    0.99	   -0.87	   -0.16
    2.84	    0.98	   -1.19	   -0.21
    2.85	    0.96	   -1.51	   -0.27
    2.86	    0.95	   -1.83	   -0.32
    2.87	    0.93	   -2.14	   -0.38
    2.88	    0.90	   -2.46	   -0.43
    2.89	    0.88	   -2.76	   -0.48
    2.90	    0.85	   -3.06	   -0.53
    2.91	    0.82	   -3.35	   -0.58
    2.92	    0.78	   -3.64	   -0.63
    2.93	    0.74	   -3.91	   -0.67
    2.94	    0.70	   -4.18	   -0.71
    2.95	    0.66	   -4.43	   -0.75
    2.96	    0.62	   -4.67	   -0.79
    2.97	    0.57	   -4.89	   -0.83
    2.98	    0.52	   -5.10	   -0.86
    2.99	    0.47	   -5.29	   -0.89
    3.00	    0.41	   -5.47	   -0.91
    3.01	    0.36	   -5.62	   -0.94
    3.02	    0.30	   -5.76	   -0.96
    3.03	    0.24	   -5.88	   -0.97
    3.04	    0.18	   -5.98	   -0.98
    3.05	    0.12	   -6.05	   -0.99
    3.06	    0.06	   -6.11	   -1.00
    3.07	   -0.00	   -6.14	   -1.00
    3.08	   -0.06	   -6.15	   -1.00
    3.09	   -0.12	   -6.13	   -0.99
    3.10	   -0.18	   -6.09	   -0.98
    3.11	   -0.24	   -6.03	   -0.97
    3.12	   -0.30	   -5.94	   -0.95
    3.13	   -0.36	   -5.83	   -0.93
    3.14	   -0.42	   -5.70	   -0.90
    3.15	   -0.48	   -5.54	   -0.88
    3.16	   -0.53	   -5.35	   -0.84
    3.17	   -0.58	   -5.14	   -0.81
    3.18	   -0.63	   -4.91	   -0.77
    3.19	   -0.68	   -4.66	   -0.73
    3.20	   -0.73	   -4.39	   -0.68
    3.21	   -0.77	   -4.09	   -0.63
    3.22	   -0.81	   -3.78	   -0.58
    3.23	   -0.85	   -3.45	   -0.53
    3.24	   -0.88	   -3.10	   -0.47
    3.25	   -0.91	   -2.73	   -0.42
    3.26	   -0.93	   -2.35	   -0.36
    3.27	   -0.95	   -1.95	   -0.29
    3.28	   -0.97	   -1.54	   -0.23
    3.29	   -0.99	   -1.12	   -0.17
    3.30	   -0.99	   -0.70	   -0.10
    3.31	   -1.00	   -0.26	   -0.03
    3.32	   -1.00	    0.18	    0.03
    3.33	   -1.00	    0.62	    0.10
    3.34	   -0.99	    1.06	    0.16
    3.35	   -0.97	    1.51	    0.23
    3.36	   -0.96	    1.95	    0.29
    3.37	   -0.94	    2.38	    0.36
    3.38	   -0.91	    2.81	    0.42
    3.39	   -0.88	    3.23	    0.48
    3.40	   -0.84	    3.64	    0.54
    3.41	   -0.81	    4.03	    0.60
    3.42	   -0.76	    4.41	    0.65
    3.43	   -0.72	    4.77	    0.70
    3.44	   -0.67	    5.11	    0.75
    3.45	   -0.62	    5.43	    0.79
    3.46	   -0.56	    5.73	    0.83
    3.47	   -0.50	    6.00	    0.87
    3.48	   -0.44	    6.25	    0.90
    3.49	   -0.38	    6.47	    0.93
    3.50	   -0.31	    6.65	    0.95
    3.51	   -0.24	    6.81	    0.97
    3.52	   -0.18	    6.93	    0.99
    3.53	   -0.11	    7.02	    0.99
    3.54	   -0.03	    7.08	    1.00
    3.55	    0.04	    7.10	    1.00
    3.56	    0.11	    7.08	    0.99
    3.57	    0.18	    7.03	    0.98
    3.58	    0.25	    6.94	    0.97
    3.59	    0.32	    6.81	    0.95
    3.60	    0.38	    6.65	    0.92
    3.61	    0.45	    6.45	    0.89
    3.62	    0.51	    6.22	    0.86
    3.63	    0.57	    5.95	    0.82
    3.64	    0.63	    5.65	    0.77
    3.65	    0.69	    5.31	    0.72
    3.66	    0.74	    4.94	    0.67
    3.67	    0.78	    4.55	    0.62
    3.68	    0.83	    4.12	    0.56
    3.69	    0.87	    3.67	    0.49
    3.70	    0.90	    3.20	    0.43
